Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Jet,68818.85,2000.0,1000.0,386.82,30577.12,1482.15,850.97,63857.67,0.44,17.73,14126.42,120,34.38,80.0,20000.0,22.69,Legacy
Jet,166342.11,11359.08,10000.0,439.89,35384.67,2249.69,1249.81,148228.03,0.48,12.77,36453.51,180,58.66,30.0,41223.46,13.21,Modern
Turboprop,20970.66,500.0,50.0,249.23,17579.48,1928.47,1070.76,19553.5,0.31,10.01,9481.01,0,17.21,15.0,6862.73,1.49,Modern
Jet,88872.07,4610.74,10000.0,466.8,36500.34,2249.78,1263.24,73001.43,0.64,16.19,23210.14,180,86.88,80.0,21573.1,36.11,Modern
Turboprop,13271.71,588.26,156.82,176.88,21990.91,1272.77,926.05,10633.41,0.47,10.14,5146.32,0,18.16,15.0,1962.45,31.99,Modern
Jet,139571.27,15000.0,5258.72,458.54,33914.55,2771.15,1932.42,127418.86,0.81,16.83,63230.27,60,99.72,30.0,26386.29,9.4,Modern
Piston,5465.81,300.0,20.0,96.19,9539.61,794.41,399.13,4942.19,0.51,11.69,2104.41,0,21.26,8.0,857.74,39.66,Modern
Jet,94553.23,2000.0,10000.0,506.09,34410.23,1738.48,1352.88,87199.83,0.48,12.95,33254.35,330,66.31,80.0,24066.5,1.29,Modern
Jet,158387.31,15000.0,10000.0,473.14,31930.65,1695.12,978.43,148753.61,0.52,19.86,44498.92,240,20.46,80.0,21949.69,5.17,Legacy
Jet,84691.27,14420.31,5740.63,423.51,37414.57,1583.76,1259.47,80066.63,0.56,15.6,26857.89,330,44.83,30.0,23552.1,15.25,Modern
Piston,6162.86,1124.28,20.0,128.01,9207.04,737.98,376.43,5502.63,0.55,10.42,1966.44,0,35.59,15.0,485.78,12.65,Modern
Turboprop,22757.7,500.0,50.0,245.61,21237.04,1731.38,1173.41,20444.03,0.48,14.53,10598.91,0,7.87,30.0,1591.97,16.93,Legacy
Jet,97881.53,8184.76,10000.0,440.28,37782.3,2802.31,1814.45,85241.99,0.5,13.92,20117.62,330,42.9,30.0,24292.88,27.35,Modern
Turboprop,14873.62,3000.0,50.0,240.17,21463.93,1490.22,753.06,12846.39,0.34,11.97,4305.31,0,14.76,15.0,3424.13,33.8,Modern
Turboprop,8757.52,500.0,50.0,249.9,19709.93,1463.49,929.18,7993.63,0.42,12.65,3361.63,0,21.33,15.0,2569.58,19.03,Modern
Jet,159091.08,15000.0,10000.0,524.76,37309.46,2152.72,1436.05,140320.01,0.77,13.45,47048.0,240,79.19,80.0,22222.17,34.11,Modern
Jet,102829.5,2000.0,1000.0,462.95,35360.12,1895.06,1126.75,89252.96,0.6,14.44,49601.44,120,53.95,80.0,39620.36,20.49,Legacy
Jet,106027.33,9416.98,1000.0,447.65,39362.93,2214.41,1365.73,90240.01,0.44,14.77,48724.94,180,51.36,80.0,31614.98,17.21,Modern
Jet,75699.05,11290.48,9341.68,449.52,31642.62,1439.1,920.11,61520.66,0.48,17.07,32129.18,180,36.21,30.0,20000.0,37.89,Legacy
Turboprop,16575.02,500.0,50.0,211.61,17751.6,1251.2,871.01,14893.04,0.43,11.58,8251.78,0,13.69,15.0,2971.63,27.14,Legacy
Piston,3585.49,300.0,20.0,108.07,8183.34,958.01,495.05,3127.45,0.48,11.97,1768.78,0,19.5,15.0,100.0,3.46,Modern
Turboprop,27358.54,500.0,1000.0,288.96,20563.84,1706.61,1210.23,25131.53,0.43,9.99,7624.68,0,11.14,30.0,1000.0,8.9,Legacy
Jet,106031.65,2698.05,1000.0,491.61,37120.31,1322.18,1048.88,96683.65,0.6,13.38,40128.38,240,51.91,80.0,25022.77,15.56,Legacy
Jet,86255.67,2000.0,1000.0,362.21,35647.71,1961.48,1133.14,72294.14,0.64,19.34,20390.1,180,46.69,80.0,20000.0,7.02,Modern
Turboprop,19627.04,2244.54,50.0,266.5,18399.41,1494.62,1192.52,17725.97,0.4,11.57,6255.02,0,23.96,15.0,1916.27,33.26,Modern
Turboprop,20532.38,500.0,1000.0,195.91,20197.56,1422.84,938.14,17831.06,0.34,12.37,4699.35,0,20.43,30.0,2589.23,11.43,Legacy
Turboprop,7538.05,1100.44,50.0,218.57,21375.8,1395.85,890.58,6729.27,0.45,13.19,3277.04,0,30.33,30.0,1021.46,35.29,Modern
Turboprop,13119.16,1086.17,50.0,289.29,17657.17,1493.87,860.55,10699.0,0.43,12.36,2676.75,0,25.88,30.0,2022.51,8.19,Modern
Turboprop,23051.18,2938.43,1000.0,244.54,23661.49,1647.96,1238.35,20579.85,0.35,11.12,8176.73,0,26.9,30.0,6344.8,1.45,Legacy
Jet,93963.54,10931.11,1000.0,461.93,31780.52,1965.92,1533.9,80514.4,0.65,14.52,28473.12,330,46.54,30.0,39252.62,29.84,Modern
Jet,114089.54,5874.56,4192.43,453.55,31520.18,2301.13,1446.96,104335.71,0.44,13.04,52308.89,120,40.67,80.0,40565.98,3.74,Modern
Turboprop,16315.49,1642.44,278.51,245.99,18446.61,1782.49,1078.79,14634.83,0.4,12.83,7832.26,0,3.76,15.0,2043.63,1.4,Legacy
Turboprop,12786.82,1150.25,1000.0,257.93,20329.12,1567.42,905.27,11845.81,0.42,11.73,3649.48,0,18.86,15.0,2260.81,0.38,Modern
Jet,112989.19,8631.52,1000.0,424.7,31600.87,1887.66,1459.43,95255.59,0.66,11.49,42883.75,330,50.43,30.0,36888.27,8.07,Modern
Jet,125792.52,15000.0,10000.0,504.18,32817.04,1850.1,1119.7,105840.37,0.73,14.32,33338.45,120,14.22,80.0,41621.2,26.3,Modern
Turboprop,25035.59,3000.0,50.0,241.06,20906.44,1942.34,1049.76,21996.17,0.42,11.02,6431.87,0,21.95,15.0,1000.0,13.51,Modern
Jet,146721.7,2000.0,1000.0,472.52,34915.95,2603.5,1652.85,136994.28,0.51,15.37,53544.85,120,43.8,80.0,41219.25,7.27,Modern
Jet,118427.66,9197.06,1000.0,483.51,33760.21,1709.26,950.61,104743.02,0.65,13.8,39848.6,60,39.03,30.0,26373.39,29.91,Modern
Jet,100985.9,2193.63,3872.93,474.46,36321.48,1962.49,1468.09,86392.38,0.66,12.23,24932.93,240,75.49,80.0,20000.0,0.63,Modern
Turboprop,15575.39,500.0,1000.0,245.92,16157.45,1224.49,676.68,13552.06,0.39,13.42,3738.33,0,-8.88,15.0,3255.04,39.18,Modern
Turboprop,12619.56,739.35,1000.0,248.84,16346.87,1553.95,897.24,10382.4,0.44,10.68,3101.95,0,23.3,15.0,2146.65,22.44,Modern
Jet,116531.91,15000.0,10000.0,417.91,35395.71,1983.21,1441.76,96188.71,0.6,17.05,23845.28,180,56.06,30.0,46613.2,4.29,Modern
Turboprop,18191.42,1780.34,50.0,236.51,21527.81,1382.88,1054.99,17097.02,0.38,12.82,5381.3,0,12.47,15.0,5463.55,10.31,Modern
Jet,104612.49,14207.89,1323.84,489.54,29142.7,1285.19,666.17,90281.56,0.32,17.73,24021.74,240,49.07,80.0,20000.0,2.78,Modern
Jet,123484.2,15000.0,1000.0,574.91,35828.99,2201.18,1564.06,106274.07,0.6,13.19,26134.36,240,27.5,80.0,26319.71,22.61,Modern
Turboprop,20379.53,1957.49,1000.0,284.66,19390.04,1577.37,940.59,18458.1,0.45,14.79,6002.21,0,34.93,30.0,6366.71,13.99,Legacy
Turboprop,14431.19,1533.53,50.0,244.93,19289.79,1432.66,1099.09,12465.84,0.49,10.03,4745.98,0,26.01,15.0,2963.31,11.99,Modern
Turboprop,20223.1,500.0,1000.0,303.06,20659.78,1323.23,672.72,17558.81,0.38,14.02,9027.24,0,14.33,15.0,6148.06,27.95,Modern
Turboprop,35777.69,3000.0,50.0,274.79,23211.81,1642.47,857.16,29602.11,0.29,10.02,9571.52,0,38.94,30.0,4902.0,30.96,Modern
Jet,109763.36,2000.0,3382.4,360.87,29427.43,2491.14,1414.88,91740.77,0.55,18.29,36376.62,180,27.6,30.0,26799.6,31.04,Legacy
Jet,135316.26,15000.0,1000.0,388.51,32588.83,1765.14,1079.8,128298.68,0.52,16.01,45640.55,180,30.14,30.0,41757.61,5.73,Legacy
Jet,83522.84,2947.69,1000.0,425.46,31607.04,1937.09,981.35,72377.27,0.44,16.06,40367.06,180,98.01,80.0,20000.0,6.92,Modern
Jet,123381.0,15000.0,10000.0,444.11,36239.71,1788.57,1396.33,99364.2,0.48,17.14,46371.03,180,34.06,30.0,22117.53,33.18,Legacy
Jet,86248.05,9552.94,10000.0,378.75,32076.64,2114.79,1467.12,72136.22,0.48,16.23,32606.51,60,43.94,80.0,26246.32,8.3,Modern
Piston,3482.24,459.39,115.77,109.12,11564.82,671.57,352.47,3070.37,0.51,11.87,1561.15,0,28.85,8.0,100.0,5.34,Modern
Jet,161505.98,15000.0,6093.98,438.17,28566.86,1983.17,1381.41,139915.15,0.41,12.44,52865.78,120,26.99,80.0,34119.5,5.82,Legacy
Turboprop,14451.95,500.0,421.48,279.28,21169.91,1517.01,810.53,11984.35,0.42,9.87,6100.05,0,12.66,15.0,1000.0,1.6,Legacy
Turboprop,23910.67,500.0,50.0,255.32,21692.32,1591.66,1232.65,21008.17,0.39,11.58,7736.76,0,20.35,15.0,7198.17,2.94,Modern
Turboprop,16805.07,500.0,1000.0,267.13,18458.76,1956.19,1507.57,15331.0,0.38,8.96,3611.92,0,14.85,30.0,2281.92,18.74,Legacy
Jet,100798.09,12008.56,3132.14,479.96,35540.79,1801.0,983.69,83977.28,0.58,13.06,34345.02,120,20.39,80.0,26832.99,17.07,Modern
Jet,69642.43,15000.0,10000.0,498.87,31643.54,1906.68,1449.5,58215.48,0.67,12.87,20762.49,180,69.22,80.0,23259.51,7.34,Modern
Jet,49807.48,2000.0,1000.0,572.06,36828.53,2958.64,1582.03,43966.96,0.63,13.06,22641.9,240,4.22,30.0,25036.11,30.35,Modern
Jet,67569.71,2000.0,10000.0,393.95,33518.66,1199.82,651.51,58446.22,0.69,17.57,16921.43,240,48.79,30.0,20000.0,7.18,Modern
Turboprop,19725.09,2165.23,50.0,247.14,18874.08,1588.68,849.99,16410.77,0.46,10.1,4551.07,0,16.57,30.0,6488.15,12.09,Legacy
Jet,111324.84,2000.0,10000.0,579.5,34977.01,1868.22,1369.95,95424.55,0.5,15.99,38721.53,240,43.8,80.0,29834.19,14.77,Legacy
Jet,123553.8,15000.0,1000.0,388.86,32253.1,1590.14,1039.78,104685.7,0.58,16.14,36342.81,240,42.07,80.0,59693.5,9.81,Legacy
Turboprop,24439.83,1247.74,779.54,251.18,24496.33,1464.18,744.87,22202.88,0.32,11.57,5057.33,0,-4.25,15.0,6691.73,17.72,Modern
Jet,176291.15,2000.0,4091.55,426.93,33464.92,2152.17,1099.78,145548.3,0.53,16.14,56684.27,240,36.48,80.0,48516.8,34.9,Modern
Piston,5307.35,649.63,20.0,99.76,11096.61,714.4,385.44,4486.71,0.53,12.83,1671.23,0,25.64,8.0,100.0,39.78,Modern
Piston,3257.37,1248.56,200.0,120.25,10867.39,472.64,279.89,2874.87,0.63,10.34,1562.85,0,21.02,8.0,123.62,35.78,Modern
Piston,6716.24,300.0,20.0,105.35,10305.92,763.35,603.66,6312.35,0.51,12.05,1595.87,0,24.78,15.0,852.03,21.66,Modern
Jet,72482.15,2000.0,10000.0,460.87,37723.56,1842.78,1193.21,62441.7,0.68,14.23,17959.52,240,64.51,80.0,29940.01,5.63,Legacy
Jet,99565.03,15000.0,10000.0,391.46,35230.76,1739.82,903.97,82628.87,0.58,14.94,45583.53,180,48.34,30.0,33525.53,20.57,Legacy
Piston,6645.01,406.2,200.0,119.69,9634.32,508.82,267.74,5852.4,0.61,11.88,2053.31,0,27.82,15.0,894.58,25.18,Modern
Jet,115673.36,2000.0,1000.0,420.44,39644.02,1685.78,1184.66,98493.14,0.56,15.62,26536.28,120,44.45,30.0,23577.44,30.13,Modern
Piston,5818.52,1500.0,54.24,130.41,10559.64,699.58,412.1,5432.03,0.53,11.87,2332.86,0,27.46,8.0,100.0,10.76,Modern
Piston,5169.37,1500.0,116.33,124.54,10973.21,832.42,638.91,4665.33,0.56,9.85,1523.23,0,24.48,15.0,100.0,2.69,Legacy
Turboprop,13201.36,500.0,1000.0,250.16,21966.1,1147.98,708.5,10982.75,0.43,10.7,3787.67,0,15.47,30.0,2320.6,9.31,Legacy
Jet,74263.84,12807.65,1000.0,458.77,36557.24,1757.96,1100.4,64609.18,0.53,12.33,34674.84,240,34.54,30.0,24903.02,37.87,Legacy
Jet,96580.1,2511.24,10000.0,388.72,35404.4,1990.83,1384.69,80017.85,0.54,11.52,35280.58,240,57.06,30.0,23504.49,4.59,Legacy
Turboprop,22157.67,1299.97,1000.0,229.77,21561.68,1149.78,597.55,19641.49,0.41,14.59,6087.22,0,16.79,15.0,6388.2,10.03,Modern
Jet,101435.95,8448.3,1000.0,491.74,35501.85,2340.67,1511.16,92725.1,0.53,14.37,30787.36,180,44.97,30.0,41065.35,5.5,Legacy
Jet,97604.53,2000.0,1000.0,427.94,31590.87,2115.82,1573.05,80026.18,0.48,16.64,39255.02,330,54.51,80.0,25678.65,16.07,Legacy
Jet,52061.69,2000.0,4406.47,506.69,35020.16,2461.67,1351.1,43277.54,0.6,15.14,18917.74,240,38.76,30.0,20000.0,8.21,Modern
Piston,3687.36,876.06,200.0,107.16,11424.45,754.09,548.59,3170.37,0.54,12.68,1457.49,0,8.82,15.0,100.0,19.99,Legacy
Turboprop,24109.61,500.0,1000.0,233.48,18766.54,1629.96,898.81,19531.99,0.32,11.97,11095.33,0,23.44,15.0,4868.43,33.95,Modern
Jet,72718.74,8811.64,1000.0,496.25,34118.14,2100.35,1647.21,65215.35,0.51,14.57,15444.07,240,53.83,80.0,20000.0,32.29,Modern
Jet,122054.66,15000.0,5082.81,499.06,27768.01,2678.79,1954.95,109774.43,0.64,19.27,44168.25,330,34.85,30.0,27549.66,2.09,Legacy
Turboprop,25466.23,1665.47,50.0,225.26,17389.95,1602.24,981.66,21768.09,0.43,14.9,8936.64,0,22.28,30.0,4778.8,14.06,Modern
Piston,4207.92,300.0,20.0,123.7,10981.25,784.43,526.33,3648.62,0.56,9.56,937.95,0,32.8,8.0,274.73,26.21,Modern
Jet,111891.95,2000.0,7235.89,373.15,34778.98,1459.55,1133.31,93904.54,0.37,12.15,36402.67,120,30.92,80.0,20000.0,16.34,Modern
Jet,83987.26,2000.0,1000.0,481.49,31323.67,2499.75,1782.82,77511.65,0.64,18.4,41980.0,60,36.04,30.0,20000.0,28.41,Legacy
Turboprop,23936.38,3000.0,1000.0,251.32,21154.52,1064.73,689.9,20762.53,0.36,8.17,6931.42,0,23.54,15.0,7836.92,31.44,Modern
Turboprop,13433.99,1468.76,50.0,257.11,19795.53,1208.88,647.11,10906.68,0.46,12.78,4757.74,0,13.84,30.0,1000.0,0.42,Modern
Turboprop,21925.28,500.0,1000.0,206.5,18068.06,1256.35,824.85,19634.85,0.37,9.88,7240.23,0,19.47,15.0,4831.2,16.05,Legacy
Turboprop,13050.24,500.0,881.14,284.28,20226.83,1512.55,865.38,10631.27,0.37,13.54,6285.84,0,17.38,30.0,2770.63,39.71,Legacy
Jet,87815.46,2000.0,8354.3,390.94,34781.53,2419.01,1726.64,82266.41,0.54,14.18,28701.14,120,47.27,30.0,38504.47,6.08,Modern
Jet,113481.75,2000.0,10000.0,469.77,35281.08,1430.69,1072.56,102172.47,0.69,12.74,44370.49,120,98.97,80.0,47180.26,11.92,Modern
Turboprop,13251.75,1843.6,50.0,287.95,18655.64,1907.61,1489.55,12517.14,0.27,14.03,6021.71,0,19.02,15.0,1000.0,21.46,Legacy
Turboprop,24049.31,3000.0,1000.0,280.53,19074.17,1822.62,1030.81,22487.46,0.46,9.94,11949.25,0,35.95,30.0,3222.25,19.15,Modern
Turboprop,27717.69,500.0,1000.0,228.5,18298.04,1650.22,850.16,25276.39,0.44,12.63,12965.05,0,22.94,15.0,9388.68,25.77,Modern
Piston,2745.27,408.79,148.2,153.53,10726.04,1051.78,650.1,2486.9,0.5,13.19,874.4,0,25.21,8.0,121.38,22.57,Modern
Jet,166614.42,7083.42,4927.78,485.99,36566.54,2708.78,2156.46,147585.69,0.53,14.49,74603.11,240,68.11,80.0,83848.79,8.57,Legacy
Jet,71693.79,3669.69,1000.0,416.07,37690.93,2218.98,1242.97,66280.46,0.65,14.34,14627.07,60,64.39,80.0,26981.19,33.74,Legacy
Turboprop,14024.46,2092.78,109.74,200.56,18908.68,1755.69,1205.89,12659.42,0.3,14.11,3448.15,0,16.17,15.0,2997.21,37.29,Modern
Turboprop,22170.34,500.0,1000.0,215.32,17782.47,1610.21,1168.83,20037.53,0.48,11.53,7645.34,0,9.09,15.0,5988.15,14.23,Modern
Turboprop,14804.27,2193.67,943.1,254.87,24017.34,1852.57,1173.78,13452.73,0.44,12.45,3228.96,0,19.24,15.0,3049.0,20.57,Modern
Turboprop,20401.6,500.0,50.0,192.03,19340.4,903.81,587.71,19346.8,0.36,11.84,9383.2,0,6.06,15.0,4864.07,0.87,Modern
Turboprop,13711.77,1347.27,50.0,283.98,21709.58,1338.85,691.41,12689.79,0.44,13.11,5934.66,0,13.42,30.0,4616.49,20.34,Modern
Jet,105217.71,9794.33,10000.0,384.51,36444.52,2740.62,1814.56,98682.8,0.63,13.1,44769.0,120,77.38,80.0,20000.0,24.82,Modern
Jet,81732.52,2000.0,1000.0,545.79,34175.91,2201.7,1469.72,68223.11,0.57,12.42,35638.46,120,76.67,30.0,36050.8,1.39,Modern
Jet,58857.6,2000.0,4371.03,420.68,37636.29,1844.78,1071.06,50549.1,0.56,12.15,15445.65,180,45.78,30.0,21790.0,6.07,Modern
Jet,130104.65,2000.0,2741.34,576.95,31572.31,2736.19,1997.42,111779.55,0.56,13.97,62663.44,120,79.11,80.0,30437.48,18.82,Modern
Jet,88424.53,12450.79,10000.0,417.96,32067.56,1316.91,785.6,77570.19,0.55,14.68,40867.36,60,26.23,30.0,20000.0,22.82,Legacy
Jet,85771.03,2000.0,1000.0,570.16,38331.54,2301.86,1159.73,69591.26,0.42,15.54,32819.48,60,46.58,30.0,20000.0,0.14,Modern
Jet,81361.92,2000.0,2399.44,479.72,29787.79,1751.36,1014.7,74867.07,0.76,16.28,33013.56,180,36.94,80.0,27944.75,27.24,Modern
Jet,149050.21,15000.0,1000.0,384.5,33837.85,2376.61,1849.09,125356.84,0.73,10.01,51730.71,120,48.23,80.0,61009.12,28.73,Modern
Jet,136753.01,7784.79,10000.0,493.6,34089.01,1982.96,1048.64,121000.13,0.45,16.01,46243.41,330,63.41,30.0,40046.95,17.17,Legacy
Jet,70237.31,2000.0,1000.0,475.36,37269.6,1637.23,962.02,61267.04,0.63,17.29,26632.1,180,41.55,30.0,20000.0,34.94,Modern
Jet,152313.53,14421.35,1000.0,486.47,34810.32,1257.08,742.5,144464.23,0.38,16.36,30616.83,60,41.72,30.0,53157.63,8.05,Modern
Turboprop,31770.24,500.0,50.0,225.86,21869.52,2148.67,1464.34,28212.39,0.36,13.44,7515.31,0,17.24,30.0,2205.15,20.05,Modern
Jet,100824.92,13205.06,4368.08,445.18,32065.2,2184.06,1138.49,86735.82,0.8,18.57,32059.7,240,46.69,80.0,22429.72,8.69,Legacy
Jet,103572.3,2000.0,1000.0,412.49,32675.55,2606.51,1781.89,93405.2,0.36,15.72,25258.14,120,44.74,30.0,50071.09,8.86,Modern
Jet,135697.66,15000.0,1000.0,462.4,35265.95,1698.19,918.5,109860.83,0.75,15.93,52207.9,60,27.5,80.0,20000.0,22.03,Modern
Turboprop,16115.69,889.18,981.89,243.62,20460.92,1701.89,1073.8,14454.0,0.41,9.84,4434.45,0,7.79,15.0,2209.14,38.37,Legacy
Jet,61713.47,2000.0,1890.89,429.43,36119.77,1718.49,1282.43,55102.35,0.43,16.11,12849.44,180,32.09,80.0,20000.0,27.85,Legacy
Turboprop,17327.34,500.0,1000.0,266.94,22585.5,1132.55,660.5,16230.77,0.41,14.23,4532.56,0,34.11,30.0,2023.52,34.47,Modern
Jet,61735.04,6734.2,6126.33,523.4,36468.68,1788.39,1324.77,50570.26,0.51,16.79,21523.4,240,52.92,30.0,20000.0,37.66,Legacy
Jet,121017.86,8755.13,1000.0,378.27,35319.52,1728.65,1076.89,105782.21,0.64,17.73,33363.11,60,29.28,80.0,66814.33,4.61,Modern
Jet,91455.49,4057.84,10000.0,519.27,34146.72,2002.89,1022.53,77633.38,0.6,15.97,30894.02,330,92.14,30.0,35102.24,36.31,Modern
Jet,40330.93,2542.56,4288.68,414.01,36919.88,1495.91,966.15,35850.15,0.57,11.12,17004.84,330,40.23,30.0,20000.0,4.98,Modern
Turboprop,28008.32,500.0,50.0,249.34,20162.92,1444.92,1137.29,23430.3,0.52,11.28,8457.19,0,19.61,15.0,7485.81,23.38,Modern
Turboprop,19743.05,717.41,1000.0,224.69,19168.28,1532.28,1218.01,16646.59,0.37,12.67,4196.56,0,19.45,15.0,1000.0,5.73,Modern
Piston,2220.46,576.85,20.0,140.65,10870.84,581.12,314.32,1846.41,0.56,11.63,631.43,0,17.79,8.0,100.0,8.16,Legacy
Jet,106723.07,11022.82,1000.0,434.4,34096.61,1263.8,633.87,99527.96,0.47,13.41,51236.14,120,88.12,80.0,47677.21,34.22,Modern
Jet,103279.81,2332.75,9178.98,472.45,32084.7,2193.73,1355.82,92050.9,0.77,15.15,49712.32,330,59.78,80.0,48219.36,0.3,Modern
Turboprop,24868.83,3000.0,374.54,204.43,20072.13,1284.64,722.44,23587.8,0.38,9.58,9038.18,0,39.29,15.0,2336.88,4.42,Modern
Jet,96916.98,6047.1,10000.0,501.8,37563.31,2273.2,1648.28,83607.64,0.51,10.67,42930.63,120,67.61,80.0,25897.87,23.38,Modern
Jet,140781.56,2000.0,10000.0,469.11,35482.06,2807.39,2111.18,120567.16,0.68,14.05,68931.14,60,85.75,80.0,57697.35,25.15,Legacy
Jet,41747.52,5251.35,1000.0,395.78,32985.71,2106.53,1101.54,35056.9,0.48,11.83,11398.48,180,57.13,30.0,20000.0,39.63,Legacy
Jet,107649.54,15000.0,9126.1,494.34,34790.89,2071.11,1214.35,93209.21,0.72,12.93,26447.47,180,98.92,80.0,45303.58,22.75,Modern
Piston,6085.11,300.0,200.0,103.91,11864.85,884.18,458.3,5379.68,0.53,11.33,2074.21,0,40.94,15.0,950.26,15.16,Legacy
Turboprop,15923.02,500.0,1000.0,220.49,23261.32,2205.3,1747.0,13432.45,0.35,10.52,5341.43,0,23.34,30.0,3885.25,12.25,Modern
Turboprop,16511.9,2122.98,362.02,197.04,17951.71,1419.79,789.25,13597.34,0.4,12.3,4055.16,0,24.18,30.0,3367.21,15.74,Modern
Jet,143591.53,3560.53,10000.0,487.0,32205.88,1761.82,1022.13,121338.29,0.42,17.8,38092.57,120,56.23,80.0,45657.74,28.37,Legacy
Jet,136959.52,6063.85,1000.0,467.4,37153.19,1702.46,874.61,121059.94,0.51,15.37,68235.78,120,62.39,80.0,59738.47,21.49,Legacy
Jet,104738.88,2000.0,10000.0,485.36,32811.83,2359.89,1810.83,87636.09,0.65,19.51,24400.45,60,52.1,30.0,42914.13,4.94,Modern
Jet,85901.99,5945.51,6095.52,510.74,40721.84,1866.19,1335.91,69212.93,0.42,16.95,31485.28,330,30.01,30.0,28439.05,4.35,Legacy
Jet,150479.43,3878.68,10000.0,451.22,32111.99,1683.18,1143.65,127549.37,0.32,14.5,47697.23,240,80.51,80.0,49199.87,14.46,Modern
Turboprop,16794.98,3000.0,50.0,281.0,17125.21,1824.86,1221.51,14376.43,0.46,11.27,6214.91,0,30.38,15.0,6310.31,37.29,Modern
Turboprop,18372.47,1817.29,1000.0,251.87,24275.57,1785.27,1323.08,16442.41,0.41,14.53,9071.77,0,26.56,30.0,5040.15,5.42,Legacy
Jet,128022.74,15000.0,10000.0,464.6,34416.22,1874.97,1155.69,115889.77,0.51,14.44,29941.08,180,57.7,30.0,52719.96,27.29,Modern
Piston,5600.7,1024.15,20.0,137.24,12191.54,816.19,603.17,5279.2,0.49,12.0,1442.76,0,32.6,8.0,100.0,17.87,Legacy
Turboprop,17191.34,2235.99,50.0,201.89,21640.17,1582.48,1086.12,13782.72,0.42,9.49,8520.9,0,11.53,15.0,2712.39,18.65,Legacy
Jet,153555.97,2000.0,10000.0,450.84,29580.82,1684.49,973.88,131164.96,0.53,14.14,70215.92,120,48.41,80.0,61146.16,15.61,Modern
Turboprop,19897.1,720.13,50.0,253.72,18752.98,1349.35,737.29,16520.39,0.47,16.16,9643.77,0,2.65,15.0,3662.02,2.93,Modern
Jet,152241.51,15000.0,3370.86,467.65,35292.25,1870.16,1476.8,124598.1,0.47,14.82,43306.7,330,46.39,30.0,26709.54,15.44,Legacy
Jet,124763.42,15000.0,1236.89,339.24,36429.13,2299.72,1687.08,113063.45,0.4,10.96,61147.15,60,76.45,80.0,20899.96,24.45,Legacy
Jet,139060.09,2000.0,1000.0,409.13,35545.33,2912.17,2140.22,119730.08,0.44,15.26,62704.81,180,95.12,80.0,58371.84,21.36,Legacy
Turboprop,14345.25,1640.83,691.85,228.95,17929.9,1499.95,780.77,11752.24,0.36,10.16,4358.53,0,18.08,15.0,4014.03,32.8,Modern
Jet,101451.68,15000.0,1000.0,474.27,35666.62,2325.22,1210.36,84577.43,0.49,13.24,34944.84,180,60.62,30.0,35759.61,9.5,Modern
Jet,77041.87,2000.0,7968.33,508.28,33648.2,1600.76,944.92,70006.27,0.37,13.65,27075.64,120,59.19,30.0,27804.84,8.49,Modern
Jet,115179.05,8425.18,10000.0,363.31,35401.57,2201.74,1505.14,104478.15,0.45,16.34,37796.51,120,36.84,80.0,30608.21,23.68,Modern
Jet,60672.64,2000.0,1494.31,442.04,38038.83,1910.24,1093.2,53832.54,0.78,12.94,12813.46,180,47.07,30.0,22537.59,12.82,Modern
Turboprop,22385.02,1575.7,1000.0,284.01,22310.98,1651.1,1035.64,19234.16,0.41,11.07,6103.37,0,24.55,30.0,1000.0,33.93,Modern
Turboprop,8770.05,941.16,50.0,265.63,20484.56,1397.21,742.34,8158.1,0.41,12.72,4174.37,0,13.07,15.0,1798.73,1.68,Modern
Jet,83849.72,2000.0,10000.0,402.61,35272.97,1371.0,877.29,68296.15,0.63,12.29,27742.7,120,57.22,30.0,29466.01,25.59,Legacy
Jet,130438.18,15000.0,10000.0,397.77,38073.99,1679.48,1342.9,116124.51,0.48,15.22,39634.37,180,21.47,80.0,20157.72,21.04,Modern
Jet,102808.84,2000.0,1000.0,423.48,33988.52,1934.15,1313.91,87641.58,0.56,14.09,24941.48,330,68.26,80.0,24115.67,11.73,Modern
Jet,111172.01,2000.0,1000.0,518.43,33804.55,2150.19,1393.3,103034.25,0.52,15.88,53822.26,180,49.97,30.0,43813.63,14.34,Modern
Jet,98228.81,3233.58,10000.0,474.57,31287.07,2327.78,1597.86,88605.52,0.59,17.9,40342.02,120,51.33,30.0,27919.46,32.52,Modern
Jet,144870.14,14169.01,1778.77,466.01,35102.31,1778.74,1180.03,128439.01,0.57,18.64,42731.09,330,48.56,30.0,28650.83,31.28,Modern
Jet,119630.67,15000.0,3585.88,549.44,33231.99,2117.11,1529.44,104340.26,0.57,15.67,35710.62,180,67.13,30.0,36791.08,38.23,Legacy
Turboprop,19930.69,500.0,50.0,234.46,16428.52,1198.96,892.42,18143.58,0.33,12.25,7442.96,0,34.61,30.0,5218.78,2.1,Modern
